,Crimes_Z0T100,Crimes_Z0T101,Crimes_Z0T102,Crimes_Z0T103,Crimes_Z0T104,Crimes_Z1T100,Crimes_Z1T101,Crimes_Z1T102,Crimes_Z1T103,Crimes_Z1T104,Crimes_Z2T100,Crimes_Z2T101,Crimes_Z2T102,Crimes_Z2T103,Crimes_Z2T104,Crimes_Z3T100,Crimes_Z3T101,Crimes_Z3T102,Crimes_Z3T103,Crimes_Z3T104,Crimes_Z4T100,Crimes_Z4T101,Crimes_Z4T102,Crimes_Z4T103,Crimes_Z4T104
2021-12-15,54,28,23,65,81,30,14,6.0,14,44,8,7.0,6.0,23,22,11,12,9.0,39,44,2.0,4.0,1.0,4.0,10.0
2021-12-16,52,25,10,66,82,19,7,8.0,15,31,11,3.0,11.0,24,26,8,12,7.0,30,37,5.0,3.0,6.0,7.0,12.0
2021-12-17,62,37,11,66,101,23,13,11.0,29,40,9,3.0,5.0,19,25,18,19,11.0,38,30,5.0,5.0,4.0,8.0,18.0
2021-12-18,61,40,9,55,99,19,12,3.0,20,37,9,4.0,1.0,12,20,10,8,10.0,32,34,5.0,4.0,1.0,2.0,8.0
2021-12-19,56,30,10,71,101,21,12,4.0,21,49,14,12.0,7.0,20,30,14,15,11.0,20,27,4.0,7.0,1.0,2.0,14.0
2021-12-20,54,36,25,64,105,21,17,12.0,26,48,12,15.0,5.0,28,26,14,6,8.0,37,51,3.0,2.0,1.0,6.0,15.0
2021-12-21,58,43,9,55,78,14,12,5.0,19,34,13,11.0,9.0,34,28,26,17,11.0,39,28,5.0,1.0,3.0,7.0,11.0
2021-12-22,57,27,16,66,72,14,13,6.0,16,41,13,14.0,9.0,20,27,10,11,17.0,44,34,3.0,3.0,2.0,5.0,10.0
2021-12-23,39,30,15,54,90,26,12,10.0,38,53,15,7.0,7.0,18,30,17,9,9.0,41,21,1.0,0.0,0.0,7.0,9.0
2021-12-24,50,31,12,42,93,5,10,5.0,14,26,8,10.0,4.0,16,24,10,7,6.0,20,31,2.0,4.0,2.0,6.0,5.0
2021-12-25,67,42,13,44,82,26,7,2.0,6,28,13,11.0,2.0,8,8,16,9,2.0,11,13,7.0,6.0,0.0,3.0,7.0
2021-12-26,58,23,15,52,70,13,18,2.0,9,40,11,7.0,3.0,15,24,10,16,1.0,24,31,2.0,1.0,1.0,5.0,4.0
2021-12-27,52,35,18,66,108,24,15,9.0,25,47,15,6.0,5.0,21,27,14,20,11.0,40,33,7.0,12.0,0.0,8.0,10.0
2021-12-28,56,29,22,55,99,17,14,9.0,20,37,11,9.0,14.0,28,23,18,14,13.0,38,34,7.0,1.0,1.0,2.0,11.0
2021-12-29,46,38,14,54,90,15,8,8.0,36,35,10,5.0,11.0,20,36,11,15,9.0,29,31,5.0,5.0,0.0,4.0,7.0
2021-12-30,44,20,16,46,110,25,10,12.0,32,32,10,4.0,8.0,20,24,13,12,11.0,31,26,4.0,3.0,0.0,5.0,7.0
2021-12-31,70,33,13,55,105,9,5,8.0,20,43,12,5.0,2.0,13,21,8,21,7.0,29,29,6.0,1.0,1.0,0.0,12.0
2022-01-01,77,31,7,49,76,17,10,4.0,10,30,19,7.0,4.0,14,6,10,16,6.0,21,20,6.0,1.0,1.0,4.0,4.0
2022-01-02,53,29,11,47,96,15,14,3.0,27,33,6,6.0,2.0,11,23,13,18,7.0,24,42,2.0,3.0,3.0,4.0,9.0
2022-01-03,53,49,51,61,94,17,11,10.0,24,35,13,9.0,7.0,17,28,15,11,22.0,38,41,2.0,4.0,2.0,4.0,8.0
2022-01-04,60,49,32,83,111,16,11,24.0,32,48,11,5.0,21.0,15,23,18,23,16.0,45,42,5.0,7.0,4.0,7.0,13.0
2022-01-05,53,43,26,65,119,18,15,19.0,31,47,18,6.0,14.0,24,30,9,24,14.0,30,29,5.0,2.0,5.0,5.0,9.0
2022-01-06,48,30,26,70,120,23,11,13.0,39,43,8,8.0,8.0,13,30,12,15,9.0,37,28,8.0,5.0,1.0,3.0,3.0
2022-01-07,52,31,15,70,103,24,8,12.0,24,34,8,8.0,5.0,23,20,10,14,9.0,32,36,4.0,5.0,5.0,1.0,9.0
2022-01-08,61,32,4,49,82,17,3,6.0,26,35,15,12.0,4.0,12,15,14,11,7.0,32,29,3.0,2.0,0.0,9.0,6.0
2022-01-09,71,42,7,42,82,16,16,9.0,12,36,6,6.0,5.0,12,16,14,12,2.0,25,37,6.0,3.0,1.0,3.0,3.0
2022-01-10,68,52,27,69,105,20,17,14.0,24,52,12,12.0,9.0,14,21,16,17,22.0,44,32,2.0,2.0,2.0,3.0,9.0
2022-01-11,41,30,18,52,87,13,9,8.0,22,34,13,9.0,7.0,26,22,14,14,12.0,31,59,2.0,5.0,2.0,4.0,6.0
2022-01-12,56,29,27,59,104,21,16,11.0,24,35,11,19.0,9.0,11,26,13,20,12.0,35,35,6.0,7.0,0.0,10.0,7.0
2022-01-13,57,41,25,74,115,19,20,8.0,17,49,12,8.0,10.0,22,17,18,13,11.0,38,34,5.0,6.0,1.0,6.0,8.0
2022-01-14,73,33,17,70,85,25,9,10.0,28,50,6,10.0,8.0,14,14,17,13,11.0,32,37,6.0,4.0,2.0,6.0,4.0
2022-01-15,69,27,9,57,114,23,11,3.0,17,38,15,8.0,8.0,16,19,14,21,11.0,31,31,8.0,3.0,1.0,3.0,8.0
2022-01-16,53,37,17,63,111,24,17,5.0,21,47,14,10.0,5.0,21,14,14,14,7.0,22,39,7.0,1.0,1.0,5.0,13.0
2022-01-17,52,44,12,67,111,17,17,11.0,25,35,12,5.0,5.0,24,29,15,30,7.0,36,33,3.0,1.0,0.0,7.0,9.0
2022-01-18,48,40,21,63,88,21,11,12.0,23,45,14,11.0,9.0,13,28,10,13,8.0,45,55,8.0,6.0,3.0,5.0,7.0
2022-01-19,65,43,28,63,95,19,19,5.0,30,36,11,9.0,15.0,24,21,15,9,11.0,42,39,5.0,8.0,3.0,10.0,12.0
2022-01-20,66,38,20,69,137,28,11,14.0,19,41,20,8.0,8.0,17,24,18,14,12.0,36,40,6.0,4.0,0.0,8.0,12.0
2022-01-21,70,48,20,80,94,17,12,9.0,19,42,16,9.0,4.0,11,14,11,16,7.0,35,49,7.0,5.0,2.0,1.0,13.0
2022-01-22,68,36,8,62,81,32,6,8.0,24,37,15,6.0,3.0,16,28,12,19,7.0,24,36,9.0,5.0,4.0,3.0,12.0
2022-01-23,87,49,16,54,113,21,11,8.0,27,35,23,8.0,2.0,19,35,23,9,3.0,29,38,12.0,4.0,1.0,6.0,7.0
2022-01-24,57,45,10,65,91,19,13,16.0,23,44,14,9.0,10.0,17,21,11,22,13.0,60,42,2.0,4.0,4.0,5.0,13.0
2022-01-25,56,45,12,59,92,24,14,16.0,18,49,8,8.0,10.0,20,36,17,16,12.0,40,36,7.0,6.0,1.0,1.0,11.0
2022-01-26,55,33,29,71,98,27,17,11.0,35,38,11,11.0,8.0,24,20,12,15,11.0,21,36,7.0,3.0,4.0,7.0,13.0
2022-01-27,55,31,16,67,75,14,20,7.0,25,36,17,9.0,13.0,24,36,10,12,14.0,30,36,9.0,1.0,3.0,5.0,8.0
2022-01-28,70,40,12,53,72,26,15,10.0,30,49,12,5.0,7.0,22,20,14,13,9.0,38,26,9.0,7.0,2.0,9.0,5.0
2022-01-29,62,30,7,75,98,25,23,8.0,32,46,7,10.0,4.0,14,26,22,18,4.0,26,36,8.0,5.0,0.0,3.0,7.0
2022-01-30,69,30,14,66,86,17,13,5.0,17,33,17,6.0,6.0,15,16,24,13,4.0,21,30,7.0,5.0,1.0,7.0,8.0
2022-01-31,52,44,20,64,93,24,17,12.0,34,61,17,12.0,10.0,18,27,11,12,18.0,41,37,9.0,3.0,3.0,12.0,7.0
2022-02-01,51,50,64,80,105,21,16,15.0,36,50,17,9.0,11.0,15,28,18,9,20.0,44,36,14.0,2.0,4.0,3.0,11.0
2022-02-02,51,42,95,71,89,21,21,20.0,29,39,12,14.0,5.0,16,26,15,14,26.0,28,26,5.0,7.0,3.0,11.0,10.0
2022-02-03,61,37,98,53,97,27,16,30.0,32,34,13,9.0,18.0,13,23,11,13,40.0,34,39,8.0,3.0,5.0,4.0,6.0
2022-02-04,62,28,73,57,96,20,9,19.0,31,43,12,6.0,9.0,26,29,16,15,24.0,27,34,2.0,4.0,2.0,6.0,13.0
2022-02-05,55,30,35,66,107,23,7,7.0,22,31,10,11.0,5.0,23,17,24,7,6.0,28,29,7.0,2.0,2.0,1.0,10.0
2022-02-06,64,40,11,50,79,22,13,6.0,22,38,16,7.0,5.0,9,23,7,18,8.0,22,38,8.0,5.0,1.0,3.0,7.0
2022-02-07,64,37,40,73,134,17,13,12.0,25,39,9,7.0,11.0,40,41,28,13,17.0,52,42,4.0,2.0,2.0,4.0,13.0
2022-02-08,51,38,39,49,107,26,15,17.0,26,39,20,12.0,14.0,25,27,11,11,19.0,28,44,8.0,10.0,2.0,7.0,7.0
2022-02-09,55,36,41,53,106,17,12,22.0,25,44,17,5.0,5.0,22,23,19,21,25.0,21,41,15.0,1.0,1.0,1.0,11.0
2022-02-10,53,43,23,67,94,25,23,13.0,31,36,11,7.0,12.0,22,30,9,23,14.0,31,39,11.0,3.0,1.0,1.0,5.0
2022-02-11,73,41,28,64,105,31,9,6.0,25,51,15,12.0,8.0,15,22,14,16,17.0,40,24,7.0,7.0,0.0,10.0,5.0
2022-02-12,70,46,12,67,101,28,11,7.0,16,43,12,8.0,4.0,12,25,21,12,6.0,28,38,15.0,2.0,1.0,0.0,7.0
2022-02-13,88,47,18,65,80,25,26,5.0,24,41,16,9.0,3.0,17,19,8,19,6.0,28,33,9.0,3.0,1.0,4.0,16.0
2022-02-14,86,47,20,85,75,29,17,8.0,16,48,14,11.0,10.0,13,23,28,19,10.0,48,53,4.0,2.0,2.0,4.0,8.0
2022-02-15,58,45,16,73,84,29,12,16.0,22,35,17,16.0,13.0,22,18,15,23,11.0,41,41,1.0,5.0,4.0,5.0,5.0
2022-02-16,73,52,28,72,114,27,13,16.0,25,50,13,6.0,6.0,16,24,19,11,10.0,27,38,5.0,4.0,2.0,8.0,11.0
2022-02-17,74,46,21,62,99,25,14,12.0,36,30,8,4.0,10.0,19,22,25,20,8.0,34,33,4.0,6.0,0.0,4.0,11.0
2022-02-18,57,43,28,67,107,23,14,10.0,20,44,11,9.0,12.0,20,24,15,21,13.0,42,51,8.0,2.0,2.0,8.0,8.0
2022-02-19,73,28,5,66,87,20,16,7.0,21,31,12,10.0,9.0,18,22,16,11,7.0,24,32,3.0,2.0,1.0,6.0,13.0
2022-02-20,72,51,17,62,121,21,11,6.0,16,29,13,9.0,7.0,16,17,16,15,7.0,30,31,16.0,8.0,1.0,3.0,4.0
2022-02-21,57,47,18,81,116,25,21,8.0,28,58,8,9.0,6.0,20,23,19,12,7.0,27,24,1.0,5.0,3.0,4.0,7.0
2022-02-22,63,41,17,67,98,25,24,12.0,35,43,22,11.0,4.0,23,30,18,21,10.0,35,35,7.0,3.0,1.0,10.0,11.0
2022-02-23,76,27,25,53,96,25,10,15.0,23,41,18,10.0,6.0,19,21,18,23,11.0,36,37,7.0,9.0,1.0,7.0,2.0
2022-02-24,47,34,23,71,83,14,20,9.0,26,44,10,4.0,8.0,20,24,18,16,7.0,40,32,7.0,4.0,3.0,5.0,9.0
2022-02-25,74,37,20,67,98,21,16,16.0,26,34,11,4.0,8.0,16,23,12,18,11.0,46,33,6.0,4.0,0.0,4.0,7.0
2022-02-26,52,37,11,41,74,26,11,2.0,22,32,11,4.0,6.0,14,33,9,16,9.0,34,38,4.0,3.0,2.0,5.0,10.0
2022-02-27,91,35,12,81,105,15,15,5.0,22,38,13,8.0,3.0,10,17,21,17,8.0,20,34,6.0,3.0,2.0,1.0,1.0
2022-02-28,82,30,20,97,125,29,20,12.0,32,27,8,12.0,16.0,23,29,12,22,14.0,36,40,5.0,3.0,3.0,3.0,12.0
2022-03-01,82,44,89,89,95,24,17,16.0,25,29,11,2.0,15.0,23,27,24,21,22.0,26,51,9.0,6.0,0.0,6.0,16.0
2022-03-02,56,41,118,70,112,35,13,17.0,25,36,11,2.0,13.0,20,29,19,20,31.0,37,19,5.0,1.0,4.0,5.0,6.0
2022-03-03,66,42,98,59,93,18,13,22.0,16,41,10,8.0,15.0,12,35,19,19,20.0,35,21,5.0,8.0,8.0,3.0,10.0
2022-03-04,76,35,77,67,118,21,8,21.0,21,46,13,6.0,10.0,21,17,14,16,17.0,36,41,9.0,2.0,1.0,7.0,9.0
2022-03-05,41,34,28,55,79,24,11,6.0,17,30,10,8.0,9.0,18,19,18,10,7.0,28,26,6.0,6.0,3.0,9.0,4.0
2022-03-06,73,33,25,61,79,17,17,8.0,21,33,21,9.0,1.0,13,13,15,9,8.0,24,35,2.0,4.0,0.0,3.0,11.0
2022-03-07,68,49,44,90,88,15,10,17.0,34,38,15,11.0,13.0,18,34,18,20,14.0,38,33,6.0,5.0,0.0,4.0,13.0
2022-03-08,57,58,44,68,89,28,12,9.0,26,42,18,10.0,10.0,12,29,11,16,19.0,41,38,6.0,4.0,1.0,5.0,14.0
2022-03-09,63,34,48,60,110,19,13,10.0,24,47,12,8.0,6.0,18,24,15,15,16.0,49,30,5.0,5.0,1.0,4.0,6.0
2022-03-10,75,33,43,62,91,18,13,12.0,20,39,10,5.0,5.0,18,12,18,14,10.0,38,33,5.0,1.0,2.0,7.0,6.0
2022-03-11,82,42,35,56,74,23,15,12.0,25,47,16,3.0,3.0,16,21,15,16,8.0,39,39,4.0,6.0,0.0,2.0,7.0
2022-03-12,89,30,13,57,67,20,12,16.0,17,42,8,7.0,6.0,31,19,19,17,6.0,24,36,3.0,4.0,1.0,6.0,4.0
2022-03-13,58,36,18,56,92,28,13,4.0,17,21,18,6.0,7.0,11,24,20,9,2.0,20,40,14.0,5.0,1.0,6.0,11.0
2022-03-14,54,37,42,83,109,35,23,17.0,22,44,10,13.0,10.0,20,34,20,13,11.0,36,36,11.0,6.0,1.0,4.0,9.0
2022-03-15,62,44,34,64,95,22,14,13.0,21,38,16,9.0,11.0,16,38,12,18,13.0,41,51,3.0,4.0,2.0,4.0,7.0
2022-03-16,72,46,43,79,104,24,16,13.0,30,44,16,7.0,9.0,24,24,18,23,20.0,37,38,7.0,5.0,1.0,8.0,9.0
2022-03-17,67,36,16,77,104,24,12,8.0,21,31,13,14.0,4.0,13,23,14,12,8.0,29,26,2.0,5.0,1.0,7.0,9.0
2022-03-18,66,66,25,76,98,24,14,10.0,27,38,7,10.0,7.0,25,24,14,12,11.0,51,42,4.0,5.0,2.0,7.0,4.0
2022-03-19,79,30,13,63,112,19,6,8.0,18,21,10,12.0,5.0,24,31,11,19,5.0,28,50,4.0,5.0,1.0,1.0,4.0
2022-03-20,87,48,18,76,93,31,25,3.0,21,31,14,5.0,7.0,16,18,12,20,6.0,40,29,8.0,5.0,0.0,1.0,11.0
2022-03-21,101,38,27,81,99,33,27,13.0,41,56,20,9.0,13.0,29,27,15,13,11.0,54,49,8.0,8.0,4.0,7.0,13.0
2022-03-22,60,45,32,74,99,20,19,19.0,24,46,13,7.0,13.0,20,21,12,26,10.0,30,29,8.0,5.0,3.0,7.0,10.0
2022-03-23,71,59,30,74,124,20,19,11.0,20,48,16,9.0,10.0,30,24,14,25,21.0,37,39,4.0,2.0,2.0,4.0,5.0
2022-03-24,79,45,22,73,105,24,15,17.0,20,25,8,5.0,9.0,17,28,16,20,7.0,43,23,12.0,1.0,3.0,1.0,10.0
2022-03-25,58,37,18,75,81,21,17,10.0,22,47,13,10.0,9.0,23,30,11,23,6.0,41,41,5.0,7.0,2.0,3.0,3.0
2022-03-26,77,51,17,88,114,29,9,4.0,21,44,12,7.0,12.0,11,13,14,17,6.0,28,30,4.0,5.0,0.0,3.0,10.0
2022-03-27,64,48,12,79,84,25,15,1.0,13,31,10,6.0,3.0,8,16,15,9,12.0,35,37,9.0,5.0,0.0,4.0,8.0
2022-03-28,67,57,15,72,107,23,10,1.0,29,32,14,7.0,5.0,21,14,14,18,11.0,28,43,9.0,8.0,2.0,1.0,12.0
2022-03-29,71,28,28,58,93,15,13,8.0,27,41,7,7.0,7.0,13,21,15,14,14.0,42,32,7.0,3.0,2.0,6.0,8.0
2022-03-30,61,34,27,74,111,22,14,10.0,24,37,16,10.0,9.0,21,16,18,20,9.0,39,44,4.0,8.0,0.0,4.0,13.0
2022-03-31,60,46,21,61,103,22,16,11.0,19,32,11,8.0,8.0,21,18,18,14,14.0,45,31,7.0,4.0,1.0,3.0,10.0
2022-04-01,81,46,79,61,114,18,10,18.0,24,46,11,2.0,13.0,19,21,20,20,18.0,30,30,7.0,5.0,3.0,4.0,7.0
2022-04-02,80,38,63,56,106,20,11,32.0,25,40,16,13.0,3.0,13,18,20,15,12.0,26,29,8.0,2.0,3.0,4.0,7.0
2022-04-03,64,41,70,61,91,23,6,11.0,8,29,9,7.0,9.0,19,24,19,17,12.0,36,32,9.0,5.0,2.0,7.0,3.0
2022-04-04,75,39,152,82,110,19,21,40.0,21,45,17,14.0,15.0,17,22,21,28,34.0,38,41,5.0,10.0,7.0,3.0,7.0
2022-04-05,72,40,74,62,104,26,15,26.0,32,38,12,6.0,17.0,11,31,16,11,17.0,36,34,6.0,4.0,3.0,12.0,5.0
2022-04-06,69,39,54,51,93,23,16,23.0,18,31,12,13.0,9.0,22,34,10,11,14.0,42,46,11.0,5.0,1.0,6.0,7.0
2022-04-07,77,48,59,60,137,25,16,22.0,19,44,12,8.0,9.0,15,17,14,11,14.0,37,57,3.0,8.0,2.0,6.0,13.0
2022-04-08,82,47,53,75,97,26,9,16.0,33,41,8,17.0,8.0,23,28,14,14,14.0,32,42,6.0,5.0,2.0,7.0,8.0
2022-04-09,72,43,20,51,92,21,13,6.0,15,27,16,10.0,5.0,22,29,13,16,3.0,34,30,11.0,5.0,3.0,3.0,9.0
2022-04-10,73,47,23,74,120,22,15,9.0,15,30,17,10.0,2.0,11,21,21,16,7.0,35,32,12.0,4.0,5.0,5.0,15.0
2022-04-11,77,56,36,76,108,21,24,22.0,24,50,11,7.0,7.0,23,41,17,25,18.0,38,47,4.0,8.0,1.0,3.0,9.0
2022-04-12,53,35,40,62,108,21,23,10.0,30,35,11,13.0,9.0,18,20,16,15,15.0,45,38,8.0,6.0,2.0,3.0,5.0
2022-04-13,64,45,49,59,118,19,8,14.0,33,45,12,23.0,11.0,13,19,16,11,14.0,34,31,7.0,2.0,3.0,1.0,8.0
2022-04-14,71,34,28,54,114,26,21,14.0,28,49,10,9.0,7.0,23,23,22,11,15.0,28,39,9.0,5.0,2.0,1.0,9.0
2022-04-15,69,34,36,62,109,26,10,14.0,22,24,7,7.0,10.0,11,19,20,8,14.0,33,30,4.0,4.0,2.0,3.0,11.0
2022-04-16,76,36,19,63,78,20,13,4.0,19,32,16,4.0,5.0,22,21,25,14,3.0,35,31,7.0,7.0,2.0,2.0,6.0
2022-04-17,82,44,13,46,102,23,13,2.0,12,24,14,9.0,1.0,8,17,20,13,11.0,27,24,12.0,3.0,2.0,2.0,9.0
2022-04-18,50,43,34,81,131,28,20,13.0,37,39,14,8.0,7.0,24,37,24,20,11.0,46,46,8.0,7.0,2.0,7.0,10.0
2022-04-19,73,38,34,92,120,30,16,13.0,26,37,11,14.0,11.0,23,26,15,13,13.0,38,43,14.0,2.0,4.0,5.0,5.0
2022-04-20,65,47,33,55,110,23,17,12.0,26,33,13,5.0,12.0,22,24,13,18,12.0,29,40,7.0,4.0,0.0,3.0,5.0
2022-04-21,66,45,20,60,102,11,11,10.0,18,45,15,10.0,10.0,16,26,20,22,9.0,35,34,3.0,5.0,1.0,3.0,10.0
2022-04-22,72,41,20,54,103,23,15,8.0,16,34,6,6.0,6.0,22,27,18,13,18.0,39,42,9.0,2.0,0.0,9.0,10.0
2022-04-23,60,32,12,72,112,19,12,10.0,23,31,10,8.0,6.0,19,19,14,13,6.0,31,35,12.0,6.0,0.0,8.0,4.0
2022-04-24,76,35,25,69,93,22,22,7.0,15,41,17,6.0,2.0,9,20,13,13,5.0,44,39,8.0,1.0,0.0,3.0,8.0
2022-04-25,97,62,32,101,118,14,22,18.0,37,54,10,21.0,6.0,32,36,27,22,9.0,23,43,7.0,4.0,2.0,6.0,9.0
2022-04-26,78,59,32,78,119,22,15,14.0,26,51,10,21.0,3.0,11,26,12,21,8.0,37,39,13.0,7.0,3.0,7.0,10.0
2022-04-27,72,41,22,56,111,16,18,20.0,25,42,9,10.0,5.0,29,20,14,18,13.0,44,43,7.0,3.0,3.0,10.0,13.0
2022-04-28,68,53,30,55,90,28,17,12.0,29,49,13,14.0,2.0,23,24,15,20,10.0,43,40,5.0,2.0,1.0,3.0,16.0
2022-04-29,75,38,18,73,117,26,12,8.0,22,38,10,8.0,10.0,25,29,10,15,9.0,25,28,5.0,1.0,2.0,7.0,8.0
2022-04-30,77,29,13,66,99,23,13,5.0,17,36,17,5.0,6.0,23,21,12,7,5.0,23,23,7.0,5.0,0.0,4.0,3.0
2022-05-01,73,35,41,63,100,31,17,3.0,13,23,13,6.0,4.0,12,18,12,13,3.0,27,27,4.0,2.0,2.0,2.0,17.0
2022-05-02,78,55,154,91,108,21,18,48.0,30,37,14,11.0,23.0,17,28,17,14,23.0,45,38,9.0,7.0,10.0,4.0,9.0
2022-05-03,71,46,136,74,137,23,13,41.0,33,25,21,8.0,16.0,18,25,23,15,24.0,34,38,7.0,9.0,10.0,4.0,10.0
2022-05-04,56,37,83,58,119,35,13,29.0,24,46,16,7.0,13.0,24,30,15,14,18.0,41,40,9.0,3.0,5.0,6.0,9.0
2022-05-05,71,46,59,78,117,27,15,17.0,37,40,24,3.0,8.0,19,21,22,22,23.0,26,25,9.0,2.0,6.0,1.0,9.0
2022-05-06,83,49,47,66,102,24,7,12.0,34,41,14,6.0,11.0,29,26,20,18,17.0,32,43,2.0,7.0,1.0,6.0,6.0
2022-05-07,53,40,37,54,113,18,15,7.0,23,32,10,7.0,5.0,22,21,19,15,7.0,34,27,2.0,6.0,2.0,3.0,12.0
2022-05-08,56,47,19,52,83,29,18,3.0,26,41,6,6.0,3.0,8,19,17,8,3.0,23,31,8.0,2.0,3.0,1.0,6.0
2022-05-09,77,35,70,94,122,23,14,14.0,20,52,16,9.0,14.0,23,25,22,17,13.0,37,32,8.0,4.0,2.0,5.0,8.0
2022-05-10,56,54,55,60,93,19,15,14.0,34,38,18,5.0,12.0,18,21,14,16,19.0,43,40,6.0,3.0,2.0,5.0,7.0
2022-05-11,61,29,38,72,127,12,16,21.0,24,36,21,12.0,11.0,27,15,16,20,9.0,36,38,4.0,2.0,0.0,6.0,6.0
2022-05-12,70,59,43,71,104,22,14,10.0,17,34,12,7.0,13.0,18,28,19,14,8.0,37,35,3.0,3.0,4.0,7.0,8.0
2022-05-13,88,42,38,80,130,17,19,11.0,22,36,12,9.0,8.0,12,26,14,22,9.0,35,40,2.0,2.0,1.0,2.0,6.0
2022-05-14,75,34,14,55,91,22,21,0.0,23,23,13,4.0,5.0,13,22,16,16,3.0,35,24,7.0,1.0,3.0,3.0,5.0
2022-05-15,88,33,11,60,98,41,16,35.0,22,42,3,16.0,2.0,16,12,18,16,7.0,33,30,6.0,2.0,3.0,1.0,4.0
2022-05-16,73,59,43,69,119,22,21,26.0,21,45,17,6.0,13.0,22,40,15,20,8.0,45,42,10.0,4.0,5.0,3.0,9.0
2022-05-17,58,59,30,73,91,27,19,14.0,25,37,20,11.0,8.0,24,33,19,22,19.0,32,49,11.0,1.0,3.0,6.0,16.0
2022-05-18,59,44,31,82,118,28,21,17.0,42,39,14,11.0,10.0,15,29,18,13,15.0,32,37,7.0,4.0,2.0,9.0,11.0
2022-05-19,66,41,27,63,98,29,15,15.0,13,32,18,16.0,10.0,24,23,18,18,12.0,42,37,3.0,3.0,2.0,3.0,10.0
2022-05-20,83,55,33,58,91,25,14,8.0,22,27,13,5.0,3.0,23,20,9,18,12.0,31,32,3.0,4.0,1.0,5.0,11.0
2022-05-21,71,31,16,65,98,28,9,2.0,24,30,13,4.0,5.0,18,17,17,11,1.0,35,30,15.0,1.0,0.0,3.0,7.0
2022-05-22,71,44,7,50,87,29,19,4.0,30,44,21,8.0,6.0,23,19,13,13,2.0,35,38,3.0,1.0,0.0,3.0,5.0
2022-05-23,86,57,22,80,106,28,17,14.0,36,38,20,9.0,10.0,23,22,21,22,17.0,36,40,6.0,6.0,3.0,7.0,6.0
2022-05-24,59,48,39,94,91,23,17,14.0,32,39,9,14.0,31.0,28,23,24,15,21.0,33,35,1.0,5.0,1.0,9.0,6.0
2022-05-25,74,41,31,67,96,26,17,14.0,27,36,14,7.0,4.0,26,8,18,22,13.0,32,39,6.0,4.0,5.0,8.0,6.0
2022-05-26,78,41,16,52,102,22,24,8.0,24,34,13,9.0,14.0,29,21,24,17,13.0,34,30,9.0,1.0,1.0,5.0,9.0
2022-05-27,65,38,15,65,106,16,7,8.0,27,33,13,17.0,8.0,19,26,17,14,6.0,30,41,4.0,1.0,3.0,4.0,12.0
2022-05-28,64,46,16,60,99,38,15,4.0,20,34,11,14.0,4.0,23,17,28,10,2.0,31,24,12.0,3.0,2.0,3.0,6.0
2022-05-29,63,51,15,58,105,32,18,6.0,41,22,10,9.0,0.0,19,31,22,29,4.0,27,35,11.0,3.0,2.0,4.0,8.0
2022-05-30,98,59,16,76,111,30,24,11.0,27,32,20,8.0,2.0,14,17,16,15,4.0,29,33,4.0,6.0,0.0,6.0,7.0
2022-05-31,67,46,18,76,103,16,20,14.0,35,44,12,10.0,9.0,30,25,22,18,18.0,36,38,2.0,3.0,2.0,5.0,16.0
2022-06-01,74,51,92,66,101,26,16,42.0,22,31,18,8.0,15.0,24,17,20,19,20.0,35,33,2.0,7.0,5.0,7.0,12.0
2022-06-02,81,44,170,68,110,23,17,57.0,24,30,24,23.0,17.0,18,19,15,16,17.0,31,42,7.0,10.0,4.0,7.0,6.0
2022-06-03,66,38,122,63,105,31,12,36.0,38,38,9,5.0,13.0,23,18,13,12,20.0,37,30,9.0,5.0,4.0,3.0,5.0
2022-06-04,90,51,38,69,97,23,19,9.0,29,26,13,9.0,10.0,10,21,8,8,7.0,32,26,8.0,5.0,6.0,7.0,12.0
2022-06-05,78,47,33,64,97,33,9,29.0,22,30,25,7.0,6.0,11,22,18,14,10.0,28,29,6.0,1.0,1.0,4.0,5.0
2022-06-06,76,55,79,70,145,19,21,37.0,26,30,13,10.0,18.0,24,17,25,23,18.0,32,38,5.0,3.0,4.0,4.0,9.0
2022-06-07,58,48,63,58,106,27,16,31.0,32,43,11,11.0,8.0,30,32,26,8,17.0,37,38,6.0,7.0,5.0,5.0,11.0
2022-06-08,85,49,69,61,118,13,7,20.0,25,36,16,8.0,12.0,23,21,13,10,23.0,34,32,7.0,2.0,0.0,5.0,3.0
2022-06-09,63,44,50,60,94,17,19,30.0,20,40,16,10.0,14.0,23,32,22,12,10.0,33,26,6.0,5.0,4.0,12.0,10.0
2022-06-10,84,44,55,70,102,33,8,13.0,35,37,13,13.0,21.0,21,27,19,18,10.0,32,30,5.0,5.0,6.0,3.0,3.0
2022-06-11,92,53,21,61,103,20,9,9.0,14,15,17,19.0,6.0,14,15,20,13,4.0,25,21,5.0,2.0,5.0,6.0,4.0
2022-06-12,88,41,15,82,101,30,20,9.0,31,35,13,12.0,2.0,10,13,18,11,6.0,22,28,5.0,3.0,0.0,4.0,7.0
2022-06-13,92,48,48,81,130,22,20,28.0,40,46,13,16.0,10.0,17,25,19,25,11.0,39,33,6.0,5.0,3.0,6.0,19.0
2022-06-14,83,40,31,77,118,20,10,15.0,36,39,14,9.0,14.0,23,27,15,14,10.0,35,35,3.0,4.0,2.0,9.0,9.0
